caption,words,operands,distinct_symbols,unseen_symbols,max_type_arity,rank_of_image,rank_among_captions
A man walking his dog on a quiet country road.,10,174,162,0,5,1,3
A man flying through the air while riding skis.,9,186,186,0,6,42,42
A skier is jumping while other skiers watch.,8,162,162,0,5,354,1059
a person on skis is doing a twist during a jump,11,198,174,0,5,172,503
A person in skis flies in the air from doing a trick.,12,222,210,0,6,3117,13474
a snow skier is doing an aerial trick,8,150,150,0,4,160,621
Guy jumps off the steps doing a flip trick with his skateboard,12,210,210,0,5,6,265
A skateboarder does a jump trick over stairs.,8,150,138,0,5,0,25
A shirtless man is in mid air above some stairs on his skateboard.,13,210,210,0,5,683,694
a man on a skateboard jumping over a stairway,9,162,138,0,5,1,5
the man jumps over the steps while on his skateboard,10,186,174,0,5,60,139
A couple of people holding knives to the bottom of a laptop.,12,186,156,0,4,301,1268
A computer laying upside down with two hands holding knives prying open a section of the back.,17,294,282,18,5,3946,15376
a knife being stuck into a laptop and stabbed,9,198,186,0,6,958,5611
People sticking knives into the back side of a laptop,10,162,162,0,4,145,614
Two people are sticking knives into a laptop.,8,150,150,0,4,390,3430
A person cutting a multi layer cake with a knife.,10,174,150,0,5,36,52
A man and woman making a cut unto a cake,10,162,138,18,3,1958,8087
A person reaching out and cutting a cake.,8,174,162,0,6,61,211
The hands of a couple that is cutting a wedding cake.,11,198,186,0,4,982,3194
A couple at a wedding cutting their wedding cake together.,10,174,162,0,4,69,296
Two snow boarders during a snowy day at the hill.,10,162,162,0,3,71,491
Two people sitting in the snow beside their skis.,9,174,174,0,5,4,49
two people on skis falling in the snow,8,150,150,0,5,35,245
A ski is laying loose while two people struggle to get up.,12,258,258,24,5,919,3274
Two people are out skiing in the cold. One appears to have possibly crashed. ,14,294,294,0,5,3573,14155
a close up of a burrito french fries and a cup of fruit,13,210,186,0,4,1,504
A close-up of a burrito and potato wedges.,8,138,126,0,3,16,449
A wrap served with a container of bacon and another container of vegetables.,13,198,162,0,3,74,167
A table topped with a cut in half burrito next to cup of veggies.,14,234,222,0,5,166,772
A burrito along with some other spanish foods,8,138,138,0,3,165,678
A man knees down on the side of a snow filled mountainside.,12,222,210,12,5,7,17
Two snowboarders riding down a hill in a snowy forest.,10,186,174,0,5,176,817
A man standing next to a snowboard in the snow.,10,174,162,0,5,20,163
A person is standing in the white snow.,8,162,162,0,5,4,91
A man sitting on his knees in the snow.,9,174,174,0,5,7,8
A desert on a plate with a spoon on the side of the plate.,14,210,150,0,3,122,479
A plate with strawberries and ice cream on a cake.,10,162,150,0,3,72,125
"A dessert topped with ice cream, and strawberries sits on a plate.",12,198,186,0,5,28,61
"A white dish that has an ice cream and cookie style dessert on it, along with powdered sugar sprinkled over it.",21,342,336,0,5,2,291
A plate with an ice cream dessert on it ,9,150,150,0,3,190,557
A group of people playing a game of baseball on a field.,12,198,156,0,5,148,474
A male baseball player is up to bat.,8,138,138,0,3,303,1272
A black and white photo of an old fashion baseball game.,11,198,198,0,6,329,2574
A group of people play a game of baseball in a field. ,12,198,156,0,5,192,557
an informal baseball game is held in an open field.,10,186,174,0,5,192,997
Two sandwiches cut in half sitting on top of a white plate.,12,198,198,0,5,35,78
two sandwiches on a plate with a slice of tomato on the side,13,198,168,0,3,124,298
A foam plate with two sandwiches on it.,8,138,138,0,3,69,249
"The white plate contains a meat sandwich on toast, garnished with lettuce, onions, and tomato.",15,222,222,0,3,2,139
A plate with two ham sandwiches garnished with lettuce,9,150,150,0,3,11,100
a person putting some pastries into a bag ,8,138,126,0,4,1512,9661
A baker is placing their goods inside a bag.,9,174,162,0,5,182,809
A person working at a store selling pasties.,8,150,138,0,5,349,2428
A person putting doughnuts into a bag in a shop.,10,162,138,0,4,1549,9973
Pans of potatoes and a  person wearing a red apron in a commercial kitchen.,14,210,186,0,3,1373,11737
A viw of a cake with pieces cut off of it.,11,174,162,6,3,183,390
a cake with a section missing sitting next to a burning candle,12,198,174,0,5,313,1538
a candle next to a bunt cake on a green plate,11,174,150,0,3,65,339
A partially eaten bundt cake next to a lit candle.,10,174,162,0,4,230,618
A cake sitting on top of a table next to a candle.,12,210,186,0,5,63,331
Lavishly decorated cake and empty drinking glasses await their tropical guests,11,186,186,0,4,922,4037
clear glasses on a table with a white cake with red flowers on it,14,210,180,0,3,377,2345
"A small two tier wedding cake is embellished with red flowers, on a table with stemware artfully arranged. ",18,294,282,42,5,461,2275
a cake near many glasses and cups wit ha sky background,11,174,174,0,3,681,5370
A fancy desert on a table with a number of drinking glasses.,12,186,162,0,3,252,2685
a man and female standing side by side with a cake cutter in their hand,15,294,282,0,8,11,10
A bride and groom are cutting their wedding cake. ,9,162,162,0,4,102,502
A couple holding a knife and cutting their wedding cake together.,11,210,198,0,6,496,4619
A bride and groom prepare to cut the wedding cake,10,186,186,0,4,7,15
A happy couple is cutting a decorated cake.,8,150,138,0,4,158,1180
The man is holding the child and lighting the candle.,10,198,174,0,6,1886,8118
A man lighting candles on a birthday cake for a little girl.,12,210,186,0,5,4036,22863
A man and a child sitting in front of a cake at a bench.,14,234,198,0,5,28,59
A man who is holding a young girl while lighting a candle on a cake. ,15,270,234,0,6,241,617
A group of people sitting at a table.,8,150,138,0,5,184,2417
"A plate of food which includes onions, tomato, lettuce, sauce, fries, and a sandwich.",14,210,198,0,4,2015,3855
"A sandwich, french fries, bowl of ketchup, onion slice, lettuce slice, tomato slice, and knife sit on the white plate.",20,318,312,0,5,155,273
Partially eaten hamburger on a plate with fries and condiments. ,10,174,174,0,4,0,4
A grilled chicken sandwich sits beside french fries made with real potatoes. ,12,198,198,0,5,3,14
A sandwich on a sesame seed bun next to a pile of french fries and a cup of ketchup.,19,270,216,0,3,2,50
A bunch of surfboards that are in the sand.,9,162,162,0,4,237,754
two surf boars on a beach near the water ,9,150,150,0,3,77,388
A sandy beach with surf boards sitting on top of it,11,186,186,0,5,947,4363
Several items including two surf boards on the beach,9,150,150,0,3,899,3695
"Surf boards, towels chairs and bags are lying on a beach.",11,198,198,0,5,651,3110
A bride and groom cutting their wedding cake.,8,138,138,0,3,50,268
A newlywed couple cutting a piece of wedding cake,9,150,138,0,3,77,503
a newly married couple cutting their wedding cake,8,150,150,0,4,54,308
A bride and groom about to cut into their cake,10,186,186,0,4,79,846
A woman in a white dress and a man in gray stand near a cake on a white table under a white canopy.,23,342,240,0,5,64,207
A female toddler who just finished eating with a bow in her hair,13,246,234,0,5,1178,5050
A young toddler with food on her face sticking out her tongue. ,12,198,186,0,4,99,353
A little girl sitting at a table with food on her face,12,210,198,0,5,21,37
An adorable baby girl sitting at a table with food on her face.,13,222,222,0,5,13,27
A baby with food on her face and her tongue sticking out.,12,198,186,0,4,84,229
A small child is reaching for the camera.,8,150,150,0,4,99,348
a close up of a child on a couch,9,150,126,0,3,23,648
A baby is reaching up toward the camera.,8,174,174,0,5,103,415
A boy reaching towards his reflection in a mirror like object.,11,186,174,0,4,499,1548
The little baby is reaching up with his hand.,9,186,186,0,5,16,67
A HALD EATEN CORN AND A SANDWICH ON THE PLAE,10,162,150,72,3,4528,17418
Meal with corn on the cob placed on a plate.,10,174,174,0,5,1,20
"a piece of eaten corn next to a bunch of mixed veggies
",12,186,156,0,3,90,558
A close up of a corn on the cob that has been eating.,13,234,222,0,4,297,1032
A plate topped with a half eaten corn cob and meat.,11,186,174,0,4,33,103
two tennis players in blue shirts playing tennis,8,138,138,0,3,1,21
a couple of people on a court playing tennis,9,150,138,0,3,1,2
A couple of men standing on top of a tennis court.,11,186,156,0,5,1,8
Couple of men during couples match playing tennis about to contact ball,12,234,234,114,8,3749,13214
Two people playing a doubles match on a tennis court.,10,174,162,0,5,2,5
a man playing tennis going for a low ball,9,150,138,0,3,65,658
A tennis player with a racket hitting the ball,9,150,138,0,3,46,329
He's almost got this tennis ball at the end of his racket.,12,210,210,0,5,2155,15638
A man with a racquet standing on a tennis court.,10,174,150,0,5,44,352
A man playing tennis on a blue tennis court,9,162,150,0,5,5,58
a tennis player hitting a serve on a court,9,162,138,0,5,117,386
A tennis player jumps and stretches to return the ball.,10,210,210,0,6,16,49
A man swinging a tennis racquet on a court.,9,162,138,0,5,102,161
The man is playing a game of tennis on the court.,11,198,186,0,5,65,112
A man jumping into the air on a tennis court.,10,186,174,0,5,91,474
A tennis player is serving a tennis ball.,8,150,126,0,4,21,17
Player about to serve in a tennis game on a dirt court.,12,222,210,0,5,197,874
Professional tennis player on clay serving the ball,8,138,138,0,3,63,154
A tennis player get ready to serve the ball ,9,186,186,0,4,128,645
A guy throws a tennis ball in the air to hit it. ,12,222,210,0,6,697,1505
A person cutting a pizza next to a salad and bottles of wine on wooden table.,16,246,222,0,5,574,3623
A hand is slicing a pizza on a table.,9,174,150,0,5,5,250
A man cuts a pizza to serve with salad and wine. ,11,186,174,0,3,653,3107
"A homemade pizza, salad and two glasses of wine on a table.",12,210,198,66,3,3984,13201
A baked dish on a plate being touched by a woman.,11,198,174,0,5,382,1104
A man cutting pizza on a plate on the table,10,174,162,0,5,383,2288
A vegetable pizza seems to be ready to be eaten. ,10,234,186,0,4,230,781
A pizza pie being enjoyed at a cafe of some sort.,11,198,186,0,5,113,57
Flat pizza like object sitting on table with a person taking a slice,13,222,210,0,5,3741,15450
A woman on a tennis court is swinging a racquet.,10,174,150,0,4,35,465
A woman that is hold a device in her hand while standing on a court.,15,282,258,0,6,45,414
A woman standing on a tennis court holding a racquet.,10,174,150,0,5,40,323
A tennis player playing tennis on the tennis court,9,162,150,0,5,11,104
A woman holding a tennis racket over her shoulder.,9,162,150,0,5,703,1657
A made up dinner table with a flower vase on the table. ,12,198,180,0,4,48,91
"A dining room has a dining table and chairs, wall tapestry, and bar cart.",14,210,168,0,3,237,696
The table has been decorated with a very modern look.,10,198,198,0,4,3,7
A view of a table with a vase on the middle of it.,13,198,174,0,3,28,476
A table that has a vase on it near a blanket hanging on a wall.,15,270,234,0,5,24,52
Two teenage girls paying a video game together.,8,150,150,0,4,23,789
Two girls play Ninendo Wii while standing in front of a couch.,12,222,222,12,6,74,298
Two girls with brown hair play with Wii remotes.,9,150,150,0,3,18,59
Two girls are playing a game on their Nintendo Wii.,10,174,174,0,4,16,251
A picture of two people playing a video game.,9,150,138,0,3,1157,3020
A living room that is filled with furniture.,8,162,162,0,4,3,119
"A room with a television, a sofa, and a seat.",10,162,138,0,3,8,28
this living room is painted yellow with beige couches,9,186,186,0,5,17,282
A living room with a table in front of a flat screen TV.,13,198,174,0,3,202,557
"A living room with a couch, coffee table, TV on a stand and a chair with ottoman",17,246,192,0,3,182,526
A man with glasses on playing wii with a wii remote in his hand.,14,222,210,0,5,71,247
A man and woman are playing a video game.,9,162,150,0,4,8,52
A couple of people in a room with a remote.,10,162,138,0,3,27,167
A man and girl playing with an interactive video game system.,11,186,186,0,5,26,106
A group of people enjoying the Nintendo Wii.,8,138,138,0,3,22,165
One person standing and another bending over in the foreground.,10,186,186,0,5,2051,4993
Two people with Wii remote controllers near a sofa.,9,150,150,0,3,250,610
Group of people sending around photography equipment and a living room. ,11,186,186,0,4,1861,5960
A man laughs while looking towards the floor.,8,162,162,0,6,455,1445
some people are standing around in a room,8,174,174,0,5,246,902
A living room with an old fashioned TV and a couch.,11,174,162,0,3,18,10
an image of a very old fashioned living room,9,162,162,0,4,300,1365
"A room with an old sofa, coffee table, lamp and t.v.",11,174,174,0,3,32,26
a family room with a couch and a tv,9,150,126,0,3,46,88
A 70s themed living room displays an old tv.,9,162,162,24,4,328,1762
"A desk area with a computer monitor, keyboard and mouse.",10,162,150,0,3,45,146
A computer monitor with a keyboard and a mouse.,9,150,126,0,3,13,68
a desk top with a monitor and keyboard on it,10,162,150,0,3,41,120
a small wood table with a small computer on it ,10,162,138,0,3,160,647
"An apple computer monitor, keyboard and mouse sits on top of a clean wooden desk. ",15,234,234,0,5,6,32
A security officer using a segway as a footrest,9,150,126,6,4,1130,5387
The security officer on a segway is using his cell phone.,11,186,186,6,4,262,1686
A POLICE OFFICER IS SITTIGN DOWN TALKING ,7,162,162,0,4,642,5290
a security officer sitting on a fence while talking on a cell phone and holding onto a segway,18,330,264,6,6,177,1028
A security employee sitting on a ledge on a cell phone.,11,198,174,0,5,768,3975
two girls walk off the windy beach while a kite flies overhead,12,222,222,0,5,107,2610
A couple of beautiful women walking on a beach under a kite.,12,210,186,0,5,134,644
There are 2 girls walking on the beach and a kite in the sky.,14,222,210,0,5,584,2927
People on a beach with a colored windsock and American flag colored windsocks.,13,210,186,6,4,331,1089
Two women leaving a beach with kites flying in the background.,11,186,186,0,5,312,1525
Kites being used by people on a beach.,8,162,162,0,5,288,995
A kite that someone is flying over a beach.,9,222,222,0,5,978,3371
People are standing around while a kite is being flown.,10,186,174,0,5,11,46
A kite flies over flags posted on a windy beach.,10,198,168,0,5,141,460
Young man flying a kite over a grassy area by water.,11,186,174,0,5,68,232
A young girl flies a kite in the grass by the water.,12,198,174,0,5,12,174
A man is flying a kite in the middle of a field next to the ocean.,16,258,222,0,5,114,280
A person playing with a kite near the beach,9,162,150,0,5,99,259
A young woman flies a kite near a body of water.,11,186,162,0,5,14,86
The clock is on display on the side of the building outside.,12,198,174,0,5,69,235
a black and white clock is hanging up outside,9,210,210,0,6,11,43
A black clock with the word Kerttui showing 12:44,9,150,150,12,3,10,20
a large clock hangs from a building and reads 12:43,10,198,186,6,6,86,652
a big clock on a pole saying it is 12:43,10,162,150,6,3,60,171
There is a homemade pizza on a cutting board.,9,150,138,0,3,2467,5443
a homemade pizza  is on a cutting board,8,138,126,0,3,50,223
The pizza is ready to go into the oven.,9,198,186,0,5,38,341
There is a pizza on the cutting board,8,150,150,0,5,48,57
A close-up photo of uncooked pizza on a cutting board.,10,162,150,0,3,72,306
A woman swinging a tennis racquet on a tennis court.,10,174,138,0,5,10,94
A woman jumping in the air on the tennis court,10,186,174,0,5,3,88
a women that is playing tennis on a court,9,186,174,0,5,54,566
There is a woman jumping in the area during a tennis game.,12,210,198,0,5,972,2905
Her long legs propel her high enough to hit the tennis ball.,12,234,234,78,5,4378,18516
"A business window with an ""ATM INSIDE"" sign,  reflecting a clock tower.",12,186,174,0,3,206,1264
Purple and blue building which has an atm inside.,9,186,186,0,6,180,624
a photo of a window with an atm inside sign,10,162,150,0,3,182,1379
"The reflection of  a clock and traffic is seen through a window with an ""ATM INSIDE"" sticker.",17,270,258,0,5,7,109
A large window with a sign that reads ATM INSIDE.,10,186,174,0,4,342,1904
A desktop computer sitting on top of a glass table.,10,174,162,0,5,322,1820
A home office with a chrome and glass desk and computer equipment.,12,210,198,0,6,22,24
Many electronic devises and a tangle of wires are on and around the desk.,14,234,234,0,6,509,2535
A home computer on a desk in a room.,9,150,126,0,3,26,20
A computer sitting on a see through desk,8,150,138,0,5,78,253
teddy bears dressed up in clothing sitting on a loveseat together,11,210,210,0,5,1249,11603
Some very cute stuffed animals on a couch.,8,150,150,0,4,112,299
A boy and girl teddy bear are posed next to each other on a couch.,15,258,246,0,5,1042,6127
A teddy bear couple sit on a couch together.,9,174,162,0,5,2021,12103
Two stuffed teddy bears are placed on a couch together.  ,10,198,198,0,5,0,9
A stuffed bear head and paw on a laptop computer.,10,162,150,0,3,258,1151
Laptop computer sitting at a disc with various fuzzy objects.,10,174,174,0,5,2050,9060
The laptop keyboard has two small furry objects on it. ,10,162,162,0,3,130,229
A pair of  hairy objects sitting on a laptop next to a mouse.,13,222,198,0,5,38,209
A open laptop with a mouse beside it.,8,138,126,0,3,83,145
two women sitting in two separate train cars.,8,150,138,0,5,8,51
Two woman are sitting on a passenger train.,8,162,162,0,5,18,143
People sitting by the windows in a train.,8,162,162,0,5,305,2423
"PASSENGER TRAIN IN THE NIGHT HOURS WITH NO SMOKING SIGN, AND TWO WOMEN",13,198,198,0,3,1818,9771
Two women look at their phones on the train.,9,162,162,0,5,218,1219
a person is holding up an old cellphone,8,162,162,0,4,281,1113
A person holding a walkie talkie in their left hand.,10,174,162,0,5,224,877
a hand is holding a gray cellphone and some wires,10,174,162,0,4,79,185
a man that is holding some kind of radio ,9,174,174,0,4,342,1498
a man is seen holding a very old cellphone ,9,186,174,0,4,390,1798
A man in a gray shirt holds his phone as he sits by a man in a white t-shirt.,19,294,234,0,5,1926,4459
Adult males sitting at table during meal in restaurant.,9,174,174,0,5,44,457
A couple of guys that were eating and are now on their cell phones.,14,270,270,0,6,277,1700
A pair of men sitting at a table in a diner.,11,186,162,0,5,4,4
two males at a table with food and one has a cellphone,12,186,174,0,3,425,966
A smart phone at different angles with windows.,8,138,138,0,3,142,601
A pink smartphone with Windows 8 on the screen.  ,9,150,150,0,3,244,1078
Various angle shots of the Nokia Windows cell phone,9,150,150,0,3,16,128
A new nokia phone has the features to muti-task,9,150,150,6,3,115,429
We are looking at multiple views of a windows phone.,10,174,174,0,4,364,2467
A woman peaking around a pile of old refrigerators.,9,162,150,0,5,206,1003
A person standing next to some old junk appliances.,9,162,162,0,5,35,130
A woman peering around stacks of old mini-fridges. ,8,150,150,6,5,1767,7441
Many old appliances in trash head with woman in center.,10,186,186,0,5,2009,7976
A woman is standing in a room filled with used appliances.,11,198,186,0,5,111,280
A refrigerator freezer sitting in a yellow kitchen.,8,150,138,0,5,337,2099
A refrigerator up against a wall in a kitchen.,9,150,126,0,3,296,1612
a fridge with a bunch of words on it with magnets ,11,174,162,0,3,53,270
The side of a white refrigerator with a lot of writing on it.,13,198,186,0,3,91,1345
A refrigerator has been doubled as a city map.,9,174,162,18,4,369,2588
A person wearing a towel is drying their hair with a hair dryer.,13,222,198,0,5,30,154
A child standing in a bathroom wrapped in a towel.,10,174,150,0,5,47,255
A woman in a bathroom blow drying her hair.,9,162,150,0,4,1,60
A person with a towel over them blow drying their hair,11,186,174,0,4,11,53
A woman wearing a towel holding a blow dryer.,9,150,126,0,3,71,215
A clock displays a time for the public to see.,10,186,174,0,5,9,66
A clock with scroll work on the side of a building.,11,174,162,0,3,585,7986
an old clock hanging up against the side of a wall,11,198,198,0,5,18,211
a big clock a rod iron roof and a round window,11,174,162,0,3,61,716
A CLOCK IN A DEPOT WITH THE TIME READING 4:21,10,162,150,0,3,315,3307
A pedestal clock strikes 6:55 in a rainy sky.,9,162,150,6,5,1442,6662
The image has a large cubed clock on a post.,10,162,150,0,3,131,589
A poll that has a clock on the top of it.,11,186,174,0,4,451,2115
We are looking up at a large square clock on a pole.,12,210,198,0,4,218,587
Four sided clock up on a black post. ,8,138,138,0,3,82,1292
"A tray holding a sandwich and cappuccino, next to the pastry.",11,174,162,0,3,106,755
A close up of two pastries and a cup of coffee.,11,174,162,0,3,116,738
Two plates of food sitting on a dining table.,9,162,162,0,5,5,52
Breakfast foods served on a tray on a table.,9,162,150,0,5,11,113
Coffee with a bagel on a table nearby.,8,138,126,0,3,34,153
A  young child standing in front of a table with plates of food.,13,210,180,0,5,3,10
A young girl holding up her food bowl.,8,150,150,0,4,418,995
there is a young girl sitting at a table eating,10,174,162,0,5,4301,16355
A young child holds up her bowl with a spoon in it.,12,198,186,0,4,289,908
A little girl holding a cup with food in dishes in front of her ,14,210,180,0,3,0,9
Three people pose for a picture while drinking wine,9,174,174,0,6,6,40
Three individuals are at a restaurant and drinking wine.,9,174,174,0,6,15,21
Three people standing around drinking wine together ,7,150,150,0,4,18,88
three people pose with wineglasses held up to their faces,10,186,186,0,5,15,59
A group of people tasting wine at a bar. ,9,162,150,0,5,37,177
A counter in a kitchen line with black metal stools.,10,162,150,0,3,18,18
A couple of stools are in front of a kitchen bar,11,174,144,0,3,758,2896
A black and stainless steel kitchen with a snack bar and bar stools. ,13,234,222,0,6,79,158
A modern kitchen and with snacks set on the table.,10,174,174,0,5,515,1505
a clean kitchen with 4 stools in it.,8,138,138,0,3,5,10
People in a hall with a camera taking a picture,10,162,138,0,3,606,957
a group of people that are petting a cat,9,174,162,0,4,808,9690
A group of people sitting around petting a cat.,9,174,162,0,5,1005,5761
A group of women siting around a cat as they pet it.,12,198,186,18,5,1863,6779
People are sitting on the ground petting a cat.,9,186,186,0,5,1062,8104
several people are purchasing tickets at a bus station,9,174,174,0,5,784,3268
Some people are checking in at the ticket counter somewhere in Asia.,12,234,234,30,5,1330,4742
People waiting in line with luggage at a ticket counter.,10,186,186,0,5,154,402
People are standing near an airport ticket kiosk.,8,162,162,0,5,1128,3441
Customers stand at a kiosk waiting for tickets,8,162,162,0,5,1733,7152
Decorated coffee cup and knife sitting on a patterned surface.,10,174,174,0,5,33,313
A large knife is sitting in front of a mug has a skull and crossbones.,15,258,234,30,5,631,5701
a white mug  showing pirate skull and bones and a large knife on a counter top.,16,234,192,0,3,65,439
There is a white coffee cup with a skull and bones on it next to a knife,17,246,222,0,3,51,980
a close up of a knife and a cup on a surface,12,186,150,0,3,122,685
A kitchen under construction with a trashcan and stove.,9,150,138,0,3,40,103
"a kitchen with a fridge, a trash can and an oven",11,174,162,0,3,173,845
A KITCHEN UNDER REMODEL WITH WIRES HANGING AND A LARGE TRASH BARREL,12,186,174,0,3,204,1227
A kitchen in the process of being remodeled with wiring hanging from the ceiling,14,246,234,0,5,103,765
There is a kitchen being built and appliances being put in,11,210,186,0,4,245,1761
a single parking meter sitting next to some plants and a tree ,12,198,186,0,5,41,674
Parking meter street side looking into a fenced parking lot.,10,162,150,0,3,23,234
A parking meter sitting next to an iron fence.,9,162,162,0,5,2,12
A parking meter in front of a fence and parking lot.,11,174,150,0,3,18,42
A parking meter in front of a fenced in car park.,11,186,174,0,4,6,16
A person riding a motorcycle down a street.,8,150,126,0,5,11,51
and man with a skateboard on a motorcycle in traffic,10,162,150,0,3,39,698
a man on a motor bike riding in the high way,11,186,174,0,5,72,422
A motorcyclist is driving down the road next to the road barrier.,12,222,210,0,5,215,1267
A person on a motorcycle driving on the break down lane.,11,186,174,0,5,895,5988
A cat laying in a green bowl on a wooden table.,11,186,162,0,5,61,531
A cat laying in a bowl asleep on the ground.,10,186,174,0,5,233,1072
A cat is curled up and sleeping in a round tin.,11,282,270,0,12,14,23
A cat that has curled up in a bowl.,9,198,186,0,5,129,687
This gray cat has curled up into a ball,9,174,174,0,4,104,763
A couple of motorcycles parked next to each other.,9,162,162,0,5,181,958
A man looking at motorcycles in a field.,8,138,126,0,3,2,41
Many motorcycles are parked in the ground.A middle aged person standing near a bike.,14,342,342,126,8,433,2354
A man looks at a motorcycle amongst others in a field.,11,186,162,0,5,72,501
a close up of some motorcycles parked on a grassy field,11,186,174,0,5,60,705
A computer monitor sitting above a computer keyboard.,8,150,126,0,5,25,83
"A sunny office desk with computer, laptop and phone",9,150,150,0,3,35,87
a bottle a cup a keyboard a laptop and a monitor,11,174,126,0,3,6,21
"A monitor, keyboard, coffee cup, and plastic bottle sit on a table. ",12,198,186,0,5,79,525
"A desk with a computer, computer keyboard, mug, empty plastic bottle, red pen, and a laptop.",16,234,198,0,3,123,290
A computer workstation with a laptop and a desktop computer.,10,162,138,0,3,28,194
"A laptop next to a monitor, keyboard and mouse on a desk.",12,186,162,0,3,37,260
this si a desk with two computers on it,9,150,150,0,3,2172,7516
A desk top computer and a laptop sitting on a computer desk ,12,198,174,0,5,36,78
there is a lap top and a desk top on this table,12,198,180,0,5,174,998
An orange on the middle of a park bench. ,9,150,150,0,3,50,225
A ripe tangerine atop a worn wooden picnic table.,9,150,138,0,3,40,105
An orange is sitting by itself on the bench,9,186,186,0,5,20,119
An orange is sitting on top of a bench.,9,174,174,0,5,29,243
an orange sitting on top of a wooden table,9,162,162,0,5,58,107
a wood bench is next to a tree,8,150,138,0,4,93,523
The empty bench is sitting next to the potted tree.,10,186,174,0,5,7,22
There is a park bench outside a store with a potted tree next to it.,15,222,198,0,3,4,21
a close up of a bench near a potted flower,10,162,138,0,3,192,1835
A wooden bench sitting in front of a store.,9,162,150,0,5,1,1
A couple of sheep standing next to each other on a field.,12,210,198,0,5,53,323
Two sheep in a pasture behind a wire fence,9,150,138,0,3,38,73
Sheep looking to camera over another sheep's back as seen through a fence,13,258,258,0,6,404,1312
Two sheep in a fenced area on a sunny day. ,10,162,150,0,3,23,56
Two sheep in a caged area with bushes ,8,138,138,0,3,0,1
A road sign that indicates route sixty six.,8,150,150,0,4,195,792
A street light with a mountain view in the background,10,162,150,0,3,16,275
Traffic lights over a street with blue sky in background.,10,162,162,0,3,10,42
some street lights on a pole over a road,9,150,138,0,3,107,211
A  view of a street light on route 66.,9,150,138,0,3,298,1898
A group of people walking down a city street near a bus.,12,210,186,0,5,632,4518
A few warmly dressed pedestrians walking across a public square.,10,186,174,0,5,78,479
A scene of a street.A bus for tourists is standing.,10,174,162,12,4,170,661
People crossing the street near a parked sightseeing bus.,9,150,150,0,3,569,3780
People walking on the sidewalk of a city with a tour bus in the background.,15,246,222,0,5,614,3934
A park filled with green grass and a tall leaf filled tree.,12,198,186,0,4,236,1015
a bench under a tree in a park,8,138,114,0,3,46,84
An empty field with older structure in the background.,9,150,150,0,3,540,2766
A picture of a little house and some grass.,9,150,138,0,3,392,1976
A storage building located near a town park.,8,150,138,0,5,104,605
A fire hydrant with a tire underneath it.,8,138,126,0,3,428,1480
A neglected fire hydrant is standing next to a fence.,10,186,174,0,5,2,4
There is a bicycle tire near an old fire hydrant.,10,174,174,0,5,659,2108
A rusted red fire hydrant encircled by an old tire stands in the bare earth beside a chain link fence.,20,318,306,0,5,483,2395
"An old fire hydrant with a bicycle tire on the ground around it, on the side of a road.",19,270,246,0,3,279,623
There are some benches arranged together in an open park,10,186,186,0,5,83,733
photo of three benches for sitting facing each other,9,162,162,0,4,36,254
Three empty park benches sitting next to orange and pink walls.,11,186,186,0,5,388,3673
A group of park benches under a pavilion.,8,138,126,0,3,181,665
Three empty benches face each other beneath a canopy.,9,162,162,0,5,26,109
A herd of sheep grazing on a green grass covered piece of land next to a forest.,17,282,240,0,5,33,185
"A flock of sheep, some numbered grazing in a grass field.",11,162,162,0,5,6,26
Many sheep grazing on grass in a field. ,8,150,138,0,3,18,56
A flock of sheep eating grass in a field.,9,150,138,0,5,1,11
A wooden bench sitting outside of a home.,8,150,138,0,5,74,750
The bench is in a shady area surrounded by plants,10,174,174,0,5,57,166
A bench that is sitting in the dirt.,8,174,174,0,5,91,389
a bench in the shade of a near by tree ,10,174,162,0,4,105,277
A small bench in front of a building,8,138,126,0,3,63,50
A very cute giraffe making a funny face.,8,150,138,0,4,401,2062
A giraffe's head looking at the camera and making a face.,11,198,186,0,6,124,951
A portrait of a giraffe eating in a zoo.,9,162,138,0,5,28,906
a giraffe is making a funny face at the camera,10,174,162,0,4,845,5738
A giraffe is coming up close to people,8,174,174,0,5,48,435
A white and blue buss driving on a cobblestone road.,10,198,186,0,6,0,6
a public transit bus on a brick surface,8,138,126,0,3,379,2352
A passenger bus that has been parked on a street.,10,210,198,0,5,50,196
A blue and white bus with large windows on it.,10,186,186,0,6,661,3421
A blue and cream-colored bus is parked on a cobblestone surface.,11,222,210,0,6,9,256
Two street signs on top of a stop sign.,9,150,150,0,3,40,257
Two green street signs crossing each other above a stop sign.,11,186,186,0,5,37,316
A stop sign underneath two street signs with a tree in the background.,13,198,186,0,3,2,26
A stop sign at the cross section of two streets.,10,162,162,0,3,193,1122
a street sign on top of a stop sign,9,150,132,0,3,28,128
A city lined with tall buildings covered in hanging letters.,10,162,162,0,3,472,1103
Signs displayed in a crowded urban alleyway ,7,138,138,0,5,627,2195
dozens of signs with Chinese characters hung over the streets of a city,13,210,192,0,5,624,2026
a black and white photo of a street signs and buildings,11,198,186,0,6,291,577
a bunch of buildings in a city having signs strung across,11,186,174,0,4,912,4663
Identical street signs pointing in the opposite directions of each other. ,11,174,174,0,3,83,542
A sign on the street that lets you know where you are. ,12,210,204,0,5,1168,10685
An intersection with tow street labeled east st,8,138,138,0,3,160,1629
A sign with a trailer at the corner of East St. and East St. ,14,210,180,0,3,114,438
