caption,words,operands,distinct_symbols,unseen_symbols,max_type_arity,rank_of_image,rank_among_captions
There is a bicycle tire near an old fire hydrant.,10,828,828,0,5,98,397
A rusted red fire hydrant encircled by an old tire stands in the bare earth beside a chain link fence.,20,1692,1620,0,5,199,2292
"An old fire hydrant with a bicycle tire on the ground around it, on the side of a road.",19,1404,1260,0,3,72,1114
There are some benches arranged together in an open park,10,900,900,0,5,26,313
photo of three benches for sitting facing each other,9,756,756,0,4,41,376
Three empty park benches sitting next to orange and pink walls.,11,900,900,0,5,136,970
A group of park benches under a pavilion.,8,612,540,0,3,0,1
Three empty benches face each other beneath a canopy.,9,756,756,0,5,3,53
A herd of sheep grazing on a green grass covered piece of land next to a forest.,17,1476,1224,0,5,8,36
"A flock of sheep, some numbered grazing in a grass field.",11,756,756,0,5,4,24
Many sheep grazing on grass in a field. ,8,684,612,0,3,15,66
A flock of sheep eating grass in a field.,9,684,612,0,5,4,6
A wooden bench sitting outside of a home.,8,684,612,0,5,11,16
The bench is in a shady area surrounded by plants,10,828,828,0,5,27,93
A bench that is sitting in the dirt.,8,828,828,0,5,5,0
a bench in the shade of a near by tree ,10,828,756,0,4,28,79
A small bench in front of a building,8,612,540,0,3,5,2
A very cute giraffe making a funny face.,8,684,612,0,4,91,467
A giraffe's head looking at the camera and making a face.,11,972,900,0,6,8,52
A portrait of a giraffe eating in a zoo.,9,756,612,0,5,6,96
a giraffe is making a funny face at the camera,10,828,756,0,4,4,44
A giraffe is coming up close to people,8,828,828,0,5,9,20
A white and blue buss driving on a cobblestone road.,10,972,900,0,6,36,99
a public transit bus on a brick surface,8,612,540,0,3,7,222
A passenger bus that has been parked on a street.,10,1044,972,0,5,47,88
A blue and white bus with large windows on it.,10,900,900,0,6,9,214
A blue and cream-colored bus is parked on a cobblestone surface.,11,1116,1044,0,6,1,1
Two street signs on top of a stop sign.,9,684,684,0,3,46,258
Two green street signs crossing each other above a stop sign.,11,900,900,0,5,11,79
A stop sign underneath two street signs with a tree in the background.,13,972,900,0,3,46,483
A stop sign at the cross section of two streets.,10,756,756,0,3,32,186
a street sign on top of a stop sign,9,684,576,0,3,53,231
A city lined with tall buildings covered in hanging letters.,10,756,756,0,3,255,1016
Signs displayed in a crowded urban alleyway ,7,612,612,0,5,95,316
dozens of signs with Chinese characters hung over the streets of a city,13,1044,936,0,5,52,505
a black and white photo of a street signs and buildings,11,972,900,0,6,0,79
a bunch of buildings in a city having signs strung across,11,900,828,0,4,1,139
Identical street signs pointing in the opposite directions of each other. ,11,828,828,0,3,748,3188
A sign on the street that lets you know where you are. ,12,1044,1008,0,5,85,922
An intersection with tow street labeled east st,8,612,612,0,3,1970,9950
A sign with a trailer at the corner of East St. and East St. ,14,1044,864,0,3,40,252
A road sign standing near a telephone pole,8,684,612,0,5,10,91
A woman with an umbrella hat talks on her cell phone. ,11,900,900,0,5,18,25
The lady on the phone is wearing an umbrella hat.,10,828,756,0,4,66,343
A woman with an umbrella hat holds a cellphone up to her ear.,13,1044,972,0,5,67,290
A woman with an umbrella hat on talking on a cell phone.,12,972,900,0,5,4,7
the woman is wearing and umbrella hat and on her phone. ,11,1044,1044,0,6,45,89
A swan in the water near a boat tied to a dock.,12,900,756,0,3,5,39
A white swan swimming through a lake next to a boat.,11,972,828,0,5,1,2
Swan floating on a river in front of a boat.,10,900,828,0,5,7,100
A white duck is swimming in the water near a boat. ,11,1044,972,0,5,7,25
A white swan is swimming near a docked boat.,9,828,756,0,5,8,17
a red train is riding down the tracks ,8,756,756,0,5,52,38
The large red train is attached to wires above it. ,10,828,828,0,4,113,824
A large red electrical passenger train riding down railroad tracks.,10,828,828,0,5,866,3959
A red train traveling down tracks next to a field.,10,900,828,0,5,56,100
red and white train traveling on a train track,9,900,900,0,6,54,302
A long train traveling through a train yard.,8,684,612,0,5,52,101
a train on a train track next to a parking lot,11,828,684,0,3,10,1
An outdoor train yard area with several sets of train tracks and train cars extending down one set of tracks.,20,1548,1260,0,5,112,601
A long train pulling several cars along the tracks,9,756,756,0,5,43,36
A landscape view of a railroad yard and train,9,684,612,0,3,356,957
A group of commuters standing around a train station.,9,756,684,0,5,51,118
A group of people wait for the subway.,8,612,612,0,3,32,188
People at a train station board and unboard a train,10,1044,972,0,9,277,943
A train station with people waiting to get on the train,11,972,972,0,4,4,5
Pedestrians standing outside a train station waiting for the train. ,10,828,828,0,5,2,52
A sign is next to an ornate white gazebo.,9,756,756,0,4,7,86
A street sign is pictured at the forefront with an ornate building in the background. ,15,1332,1260,0,5,21,311
A stop sign with a pagoda in the background.,9,684,612,0,3,31,122
Very detailed white roof behind a stop sign.,8,684,684,0,4,317,1295
A stop sign with the work stop written in Arabic.,10,828,828,0,5,69,792
the man is working on his laptop while he waits for the train.,13,1116,1044,0,5,7,26
A man in a button up shirt sitting by himself. ,10,828,756,0,5,545,2756
a male in a white shirt a bicycle and an orange and white train,14,1044,900,0,3,1767,9291
A man operates a laptop at a table in a train station.,12,972,756,0,5,27,123
there is a man sitting at a table using a lap top,12,972,828,0,5,216,818
A large long train on a steel track.,8,612,540,0,3,10,95
A red and white train passing by a street.,9,900,828,0,6,31,67
A red train going down the track in the city.,10,900,828,0,5,10,19
A long red and white train travels near many other tracks.,11,900,900,0,5,22,90
Red and white commuter train riding down tracks next to the highway. ,12,1116,1116,0,6,24,262
Parking lot full of different colored semi trucks.,8,684,684,0,5,56,183
"Yellow, white and blue trucks are parked in a parking lot.",11,972,972,0,5,213,1281
A wharehouse accomodates a vast array of big trucks.  ,9,684,612,180,3,814,3503
A building with many trucks of different colors on a parking lot.  ,12,900,828,0,3,219,761
A parking lot with various trucks in it next to a building.,12,900,828,0,3,1,0
A herd of cattle walking across a sandy beach near the ocean.,12,972,900,0,5,2,23
Cows walk along a beach with a mountain in the distance.,11,900,828,0,5,3,7
A train of animals in the distance on the beach.,10,756,684,0,3,7,159
A group of animals walking by the water with an island in the background.,14,1116,1044,0,5,8,42
animals standing along the shore in a line,8,756,756,0,5,5,26
A cat outside looking straight ahead with a tree behind it.,11,1188,1116,0,8,0,18
A very close shot of a cat's face in front of the camera. ,13,1044,972,0,4,56,169
A brown cat stares at something in the field,9,684,684,0,3,2,59
A tawny cat stares wide-eyed into the distance.,8,756,756,0,5,1,24
A orange cat with green eyes and long whiskers.,9,684,684,0,3,3,57
A green utility truck is parked on a street while a man climbs inside.,14,1332,1188,0,5,27,51
some people sitting on top of a green truck as another man tries to get in it ,17,1620,1620,0,5,587,2459
A large truck on a city street with two works sitting on top and one worker climbing in through door.,20,1692,1620,0,5,220,1801
a man is sitting on top of a green truck,10,900,828,0,5,251,1103
a truck with an open door and two people sitting on top,12,972,972,0,5,81,467
A couple of food trucks parked in a parking lot.,10,828,756,0,5,264,1076
Food trucks are parked around small oval tables.,8,756,756,0,5,12,235
Several food trucks parked in an area that has tables and some chairs next to it.,16,1332,1332,0,5,71,636
People get a meal from outdoor food trucks.,8,612,612,216,4,409,1698
A couple of dining trucks are in a parking lot while some people stand or sit in chairs.,18,1620,1548,0,6,136,1171
a cat intently watching something that caught its interest  on tv,11,1044,1044,0,5,1497,6330
A cat looking up at the telivision that has something interesting on it. ,13,1188,1188,0,5,1665,11387
A cat looking at a tv monitor on a desk,10,756,612,0,3,59,240
A cat stands in front of a television looking at it attentively. ,12,1116,1044,288,6,3068,8910
A dark colored cat that is looking up at a television that is on and has a program playing on it.,21,2268,1980,0,6,66,425
A cat looking like it is using a laptop ,9,756,684,0,4,4,57
A cat that is sitting on a laptop.,8,828,756,0,5,6,6
A large cat is sitting on a laptop computer.,9,828,756,0,5,1,1
A cat that is checking into its Twitter account to post a tweet.,13,1260,1188,36,6,6,239
A cat sitting in front of a laptop computer.,9,756,684,0,5,16,34
a boat with a rainbow umbrella sitting in water ,9,756,684,0,5,62,131
Three people preparing to launch a small boat in a river.,11,1044,972,0,5,190,981
Three people one in the water with two boats one with an umbrella.,13,1116,1116,0,5,415,1449
Two boats beside each other with people holding on to the boats. ,12,972,936,0,4,96,414
a blue boat is sitting in the water,8,756,756,0,5,57,184
An orange cat sitting on top of a computer desk.,10,828,828,0,5,37,54
A yellow cat is on the desk sniffing a computer keyboard.,11,900,828,0,5,42,231
a keyboard an orange and white cat a desk and a monitor,12,1044,972,0,6,943,1601
A yellow tabby cat is shown smelling a keyboard.,9,828,756,0,4,135,302
A cat sniffs the keyboard of a computer.,8,612,540,0,3,13,99
Picture of docked boats while sun is setting in distance,10,900,900,0,5,410,1131
A lot of boats sitting on top of a body of water.,12,972,684,0,5,1,2
Small sailboats are lit up on the water.,8,828,828,0,5,2,105
A group of boats parked in dock on the water.,10,900,900,0,5,4,7
Early evening calm at the local boat marina.,8,612,612,36,3,189,1128
am empty bowl and three empty beer bottles in front of a man,13,972,900,0,3,4029,19691
A man poses with an empty bowl and two beers.,10,828,828,0,5,9,81
A person is sitting next to a brown table. ,9,828,756,0,5,121,530
The man sits at a table with a bowl and three beer bottles.,13,1044,972,0,5,1,5
A man in a suit sitting a table with an empty bowl and empty beer bottles.,16,1188,972,0,3,5,59
A boat sits on the side of the dock.,9,756,684,0,5,18,60
A large white boat in the open water.,8,612,612,0,3,0,0
A white double decker boat n water next to buildings.,10,756,756,0,3,1130,5259
A large cruise ship is traveling on the ocean. ,9,828,828,0,5,2,8
A Port River Dolphin Cruise ship sits in the water.,10,828,828,0,5,82,200
"People laying in chairs, walking, and playing in the water on the beach.",13,1332,1260,0,6,63,269
a large beach filled with many people and umbrellas,9,684,684,0,3,1,12
People are sitting in lounge chairs on the beach.,9,900,900,0,5,1,4
A beach setting with lots of people and sun umbrellas.,10,756,756,0,3,21,264
A group of people at a beach in lounge chairs and umbrella shades.,13,972,900,0,3,10,61
A young man holding a bottle of beer while wearing a suit.,12,1044,900,0,6,59,443
A male with a bottled beverage wearing a flower in his lapel.,12,900,756,0,3,26,486
A man holding a bottle of something to drink,9,828,684,0,3,105,1054
A man in a suit having a beer by the water.,11,1044,792,0,3,18,308
A small elephant walks up to the fence in a zoo.,11,900,828,0,5,37,144
"An elephant looks very much like the elephant in the sign outside his enclosure, that is also directly in front of him, that tells visitors about him.   ",27,2484,2196,144,8,0,2
an elephant behind a fence near some water ,8,612,612,0,3,82,226
An elephant standing by a plaque with a description of it.,11,900,828,0,5,0,31
An elephant in a zoo walks behind the Asian Elephant sign.,11,900,900,0,5,19,35
A man with thick sunglasses and multiple piercings sits with his mouth open.,13,1044,1044,0,5,29,283
A young man wearing a tie and sunglasses is looking away.,11,972,900,0,4,9,162
A man in large sunglasses and a lose tie,9,684,612,0,3,6,41
Man with terrible glasses and a horrible lip ring.,9,684,684,0,3,96,855
A man in a suite wearing a pair of sunglasses.,10,756,612,0,3,17,59
A couch sitting on top of a field of grass.,10,828,648,0,5,15,603
"a chair,couch and suitcase sitting by the road ",8,684,684,0,5,485,4015
"There is a couch, chair, and luggage sitting on the edge of the curb.",14,1116,1044,0,5,59,513
"A wood chair, a sofa and cushions, and a roller luggage bag lie by the side of the road.",19,1476,1224,0,5,86,720
"A couch, chair, and suitcase sitting on the curb.",9,756,756,0,5,49,414
A group of people are sitting outside an outdoor market.,10,900,900,0,5,3,31
Vendors selling various fresh foods at an outdoor market,9,756,756,0,5,64,648
The people are sitting and standing at the event in the street.,12,1188,1044,0,6,296,1210
People are gathering at an outdoor food market.,8,756,756,0,5,0,52
Group of people enjoying food at a market.,8,684,684,0,5,90,629
Three pieces of luggage sitting on a floor in front of a curtain.,13,1116,936,0,5,4,16
A collection of suitcases lined up in front of hotel curtains.,11,972,864,0,5,3,12
"A piece of luggage is beside bags, one in plastic.",10,756,756,0,3,2,11
"Duffel bag, plastic travel bag, and suitcase sit on carpet in front of drapes.",14,1188,1188,0,5,11,89
A suitcase as well as other types of luggage are propped up on a carpeted floor indoors.,17,1452,1380,0,5,8,121
A broken suitcase is on the side of the road.,10,756,684,0,3,78,413
A blue piece of luggage sitting on the side of  a road.,12,972,792,0,5,112,468
Beat up blue suitcase lying on side of road.,9,828,828,0,5,31,165
Closed suit case laying on the ground next to a plant.,11,972,972,0,5,17,161
A discarded piece of blue luggage on an asphalt walk.,10,756,756,0,3,45,494
A woman holding an umbrella while walking in the rain.,10,972,972,0,6,2,72
A woman walking through the rain with an umbrella,9,828,828,0,5,0,33
A woman is walking down the street with an umbrella in tow.,12,1116,1116,0,5,10,108
a person walking in the rain holding an open umbrella,10,828,828,0,5,10,102
Lady walking on sidewalk in the rain with an umbrella over her head.,13,1188,1188,0,5,6,79
A dog sitting behind a pair of black shoes.,9,756,684,0,5,52,315
A dog sits on the floor next to some shoes. ,10,900,900,0,5,44,233
A puppy is sitting behind a pair of shoes.,9,828,756,0,5,38,273
a close up of a small dog near a pair of shoes,12,900,756,0,3,61,592
A small black dog sits beside a pair of shoes.,10,828,756,0,5,46,410
A little boy is playing with a suitcase.,8,684,612,0,4,0,5
A young boy pulling a brown bag of luggage.,9,684,612,0,3,7,151
A little boy is pulling the luguage  in a suit case,11,972,900,36,5,1,30
A young boy pulls a large brown suitcase.,8,612,540,0,3,14,227
a small boy with a bag of luggage,8,612,540,0,3,0,15
a spooky looking hotel resort in the hills,8,684,684,144,4,19,88
A row of closed brown umbrellas next to a building.,10,756,684,0,3,216,585
several beach umbrellas folded in front of a large house with lots of windows,14,1116,1008,0,5,417,2488
All of the umbrellas are folded up. ,7,684,684,0,4,297,1703
all umbrellas are closed at he tables outside the hotel ,10,900,900,0,5,1524,7360
A newly married couple walking down a street.,8,756,684,0,5,37,56
The woman holds an umbrella for the bride and groom.,10,828,756,0,5,121,653
A woman is holding an umbrella over a bride and groom.,11,900,828,0,4,180,1222
A street scene with a bride and groom under an umbrella.,11,828,756,0,3,452,1666
Bride and groom walking under an umbrella held by a woman.,11,972,972,0,5,25,185
A man wearing a blue shirt catching a white frisbee.,10,756,612,0,3,13,86
a man in a blue shirt playing with a white ball,11,900,756,0,5,18,89
A man catching a frisbee in a park ,8,684,540,0,5,6,42
the woman is playing frisbee a the family picnic in the park.,12,1044,900,0,5,278,2426
A man in a grassy field about to catch a frisbee.,11,972,828,0,4,13,142
There is a dog holding a Frisbee in its mouth.,10,828,756,0,5,75,208
A very cute looking dog with a disc on the beach.,11,900,828,0,4,3,29
A dog holding a Frisbee in the middle of a beach.,11,900,756,0,5,2,6
A dog walking on the beach with a frizzbe in his month.,12,1116,1044,0,5,17,42
A shaggy dog is at the beach with a frisbee.,10,828,756,0,5,5,12
A white horse drawn carriage in front of a yellow building.,11,900,828,0,4,0,15
A very pretty horse pulling a fancy carriage.,8,684,612,0,4,1,17
A white horse pulling a white carriage.on the street,9,1188,1044,0,5,76,171
A white horse pulling a wagon while stopped on the side of the road. ,14,684,612,0,5,0,5
Two jockeys ride their horses in a race at the track. ,11,900,900,0,5,20,45
Horses racing on a dirt track at a race track.,10,828,720,0,5,11,59
Horses racing on a dirt track with flowers around the scoreboard.  ,11,900,900,0,5,12,50
A couple of men racing horses next to each other.,10,828,828,0,5,27,96
Horses and jockeys running on a racing track.,8,684,684,0,5,0,2
A horse drawn buggy sits in front of pyramid shaped mosques.,11,972,972,36,5,443,3745
A horse hitched to a cart standing in front of a temple.,12,972,828,0,5,27,60
The horse stands attached to an empty carriage.,8,684,684,0,5,413,3984
There is a horse pulling a carriage. ,7,540,468,0,3,31,88
A horse carriage is sitting idly in the dessert. ,9,900,900,0,5,403,4893
A table with some oranges and some cups.,8,612,540,0,3,116,405
"A table with five red cups, a pineapple and some oranges on a plate",14,1044,972,0,3,410,1706
there is a pineapple besides a plate of oranges and a small bowl,13,972,828,0,3,30,618
A pineapple and some oranges sit on a table.,9,756,684,0,5,21,68
"A pineapple next to some oranges, incense sticks and cups.",10,756,756,0,3,25,73
A baseball player holding a bat next to a base.,10,828,684,0,5,3,0
A hitter is waiting for the pitch to be thrown,10,972,972,0,4,13,105
A baseball player in a batting stance at home plate with the catcher in position to catch a pitch.,19,1476,1224,0,4,21,103
A baseball player holds his bat and waits for the pitch. ,11,972,972,0,6,17,26
A man at bat waiting for a pitch with a catcher and umpire behind him and players from the opposing team in the dugout.,24,1764,1440,0,3,89,268
"There is some apples, a pear, and a bunch of bananas. ",11,828,828,0,3,8,35
A close up shot of some apples pears and bananas on a table.,13,1116,1044,0,6,34,116
A variety of fruit is shown at close up range.,10,900,900,0,5,8,8
"Apples, bananas and pears in a white bowl.",8,612,612,0,3,34,147
"Apples, pears, and bananas gathered next to each other. ",9,756,756,0,5,11,41
A team of skiers rides intently across the snow.,9,828,828,0,5,8,40
Five men skiing in the snow in the same direction.,10,900,828,0,5,24,357
Five skiers race each other on the snow.,8,684,684,0,5,5,87
Cross country skiers travel through the snow during a race.,10,900,900,0,5,3,22
Four men ski down a snowy cliff in team clothing.,10,900,900,0,5,17,174
There is a banana split with whipped cream and a cherry.,11,828,756,0,3,32,103
A traditional banana split with whipped cream and spoons.,9,684,684,0,3,1,12
A banana split with spoons in a glass bowl.,9,756,684,0,5,147,857
A banana split is sitting on top of a table.,10,900,828,0,5,1,13
A portrait of a banana split in a plastic bowl.,10,828,684,0,5,72,116
A couple of blocks of chocolate sitting next to bananas and pudding.,12,972,864,0,5,70,441
"Bananas, cocoa powder and other ingredients to make something.",9,756,756,0,4,933,3603
a couple of different types of food on the table,10,756,648,0,3,97,298
looks like the ingredients for a recipe including bananas,9,684,684,0,3,116,1492
a table that has some bananas and a cup on it,11,900,828,0,4,73,310
A couple of people walking through a market filled with food.,11,900,828,0,5,399,1829
An open street market selling fruits and goods.,8,612,612,0,3,17,56
A vendor standing behind a stall of various foods.,9,756,684,0,5,10,315
People walking in front of an outdoor fruit market. ,9,756,756,0,5,1098,4922
The people are walking down the aisles at the super market.,11,1044,900,0,5,887,5275
A painting of a man smiling behind a table with fruit,11,900,756,0,5,406,3025
Some art work with a man with a hat on and some fruit in a bowl.,16,1188,972,0,3,1894,8845
"A painting of a bowl of fruit sitting in front of another painting,",13,1044,720,0,5,264,1334
This is a still life of fruit and an old man.,11,828,828,0,3,118,592
a bunch of fruit sits in front of a portrait ,10,828,648,0,5,225,1188
A group of people in the snow with skis.,9,684,684,0,3,11,75
Number of skiers coming down the mountain on a glorious day  ,11,972,972,0,5,13,78
a couple of people skiing on a snowy slope of ground,11,900,720,0,5,14,19
a number of people riding skis on a snowy slope,10,828,756,0,5,21,30
A group of people riding down a snow covered slope.,10,900,828,0,5,15,26
The people are selecting their donuts at the counter.,9,828,756,0,5,7,15
Two boys are looking at the bakery goods on display.,10,828,828,0,4,49,444
a boy and a woman are in front of a counter,11,828,684,0,3,20,171
A woman and her son picking out sweets at a bakery.,11,972,900,0,5,34,153
an attendant in a doughnut shop waiting on customers,9,684,684,0,3,1140,3887
A child holding chocolate donut with both hands.,8,684,684,0,5,34,125
A young boy is standing against a wall eating an apple.,11,1044,972,0,5,0,0
little boy in stripped shirt holding donut in hands,9,684,576,0,3,0,8
A young boy holding a doughnut with a bite out of it.,12,900,756,0,3,7,36
A small boy in a striped shirt eating something.,9,684,612,0,3,2,29
Several rows of donuts sitting on a table.,8,684,684,0,5,6,4
some glazed donuts are sitting on a white counter,9,828,828,0,5,3,2
Several glazed doughnuts lined up on a bakery tray. ,9,828,828,0,5,1,1
A box filled with lots of glazed donuts.,8,612,612,0,3,24,25
A bunch of glazed donuts sitting on a table.,9,756,684,0,5,1,0
A small doughnut inside a cup that's sitting on a table.,11,900,756,0,5,127,601
A doughnut is at the bottom of a container.  ,9,684,612,0,3,140,485
Closeup of a white and yellow vase with a red circle at the bottom.,14,1188,1116,0,6,154,675
A chocolate candy is at the bottom of a cup.,10,756,684,0,3,92,203
A small donut at the bottom of a ceramic mug.,10,756,684,0,3,147,494
a life guard station with a surf boar and a floatee ,11,828,684,36,3,11,118
Lifesaving devices are stowed along a beach while a lifeguard is elsewhere.,12,1188,1116,144,5,112,667
A lifeguard post is empty next to water.,8,756,756,0,5,118,419
lifeguard station on a beach overlooking a swimming area,9,684,612,0,3,12,172
A cordoned swimming area with warning sign and lifeguarding equipment.,10,756,756,72,3,222,700
A chocolate frosted doughnut sitting on top of a plate.,10,828,756,0,5,12,45
Half an eclair on a plate and a coffee mug on wooden table.,13,972,792,0,3,337,964
A half eaten eclaire on a white plate,8,684,612,36,4,39,155
A portion of this chocolate pastry has been eaten.,9,828,828,0,4,9,88
A doughnut with a bite taken from it next to a cup.,12,900,756,0,3,9,71
Two girls and a boy have fun at soccer practice,10,828,828,0,5,26,61
Young children run on a field with a soccer ball.,10,900,828,0,5,1,10
Children in green jerseys play soccer at the park.,9,756,756,0,5,10,53
Small children in green uniforms running on a soccer field. ,10,828,828,0,5,1,9
A group of young girls playing a game of soccer.,10,756,576,0,3,1,17
a person riding a surf board on a wave,9,756,612,0,5,0,11
A man riding a wave on top of a surfboard.,10,828,684,0,5,31,43
There is a surfer jumping off of a wave,9,756,684,0,5,228,826
A man is surfing and a wave is crashing,9,828,612,0,4,249,717
A man on a surfboard with a safety line attached whipping out.,12,972,828,72,4,4988,24605
an image of a woman holding a cake ,8,612,540,0,3,22,231
A woman wearing glasses poses behind her birthday cake. ,9,756,756,0,5,4,27
A woman in glasses sitting behind a sheet cake.,9,756,684,0,5,6,36
A woman holding up a cake for her birthday,9,756,684,0,4,3,3
A woman in glasses holding up a cake with frosting.,10,828,756,0,4,9,24
Several surfers paddling on their boards out in the ocean.,10,900,900,0,5,5,10
Swimmers swim in the ocean off the coast of a beach.,11,972,900,0,5,209,2289
A group of people swimming in beach water,8,684,684,0,5,20,14
A group of surfers on their boards in the ocean.,10,756,756,0,3,12,22
A group of people swim in shallow ocean waters.,9,756,756,0,5,19,39
A white bed sitting between two lamp under a picture.,10,900,828,0,5,20,155
A bedroom with a picture of arches above it.,9,684,612,0,3,12,163
A bed flanked on both sides by two room lights and desks.,12,1044,1044,0,5,14,39
"A modern bedroom area features a large mirror reflecting an arch, a white bed with a brown pillow and two end tables and lamps.",24,1764,1440,144,4,21,215
A very fancy modern bedroom with a large mural over the bed.,12,972,900,0,4,12,79
a person riding a skate board on a wave,9,756,612,0,5,452,1439
A man on a surfboard riding a wave. ,8,612,468,0,3,18,45
A man in a wetsuit on a surfboard in the ocean.,11,828,576,0,3,5,60
A man makes a splash as he surfs on a wave.,11,972,828,0,5,57,317
A man is riding a wave as he surfs in the ocean.,12,1116,1044,0,5,101,369
a person riding a surf board on a wave,9,756,612,0,5,13,76
A person wearing a wetsuit riding a wave on a surfboard.,11,900,684,0,5,19,24
Male surfer demonstrating skills on small breaking wave.,8,612,612,0,3,114,660
A person on a surf board riding a wave.,9,684,540,0,3,33,83
man on surf board riding a wave of green and white,11,828,828,0,3,94,385
Small pizza sits on a plate on a restaurant table. ,10,900,828,0,5,10,27
A pizza sitting on top of a white plate on a kitchen table.,13,1044,900,0,5,6,22
A close up of a cheese pizza on a plate.,10,756,612,0,3,13,89
A small uneaten pizza on a plate sits on a table.,11,900,756,0,5,40,258
"Plate with pizza, knife and fork laying on edge of plate with two glasses next to them.",17,1332,1296,0,5,24,263
The tennis player does not know what to expect with the next serve.,13,1404,1332,108,5,51,1650
A tennis player is getting ready to hit a ball.,10,1044,972,0,4,149,471
A man leaning over holding a tennis racket.,8,684,612,0,4,32,221
A man in a defensive stance on a tennis court.,10,756,612,0,3,80,442
A person standing on a tennis court with a racket.,10,900,756,0,5,115,344
A Penn tennis bill resting on a tennis racquet,9,756,612,0,5,457,2962
A tennis ball sitting on top of a tennis racket. ,10,828,684,0,5,4,3
A blue tennis racket has a yellow tennis ball on it.,11,900,756,0,5,81,1023
A tennis ball is sitting on a tennis racket.,9,828,684,0,5,18,9
A tennis ball sitting on a tennis racket.,8,684,540,0,5,15,6
A pizza with french fries on it on a table.,10,756,684,0,3,14,11
French fries on a pizza with a bottle of beer.,10,756,684,0,3,58,614
A prepared plate of food has pizza and french fries.,10,756,756,0,3,98,225
A pizza covered in french fries on top of a wooden table.,12,900,828,0,3,68,556
A plate with a pizza covered in french fries sits next to a beer. ,14,1116,972,0,5,14,138
A group of people that are sitting in front of laptops.,11,1044,936,0,5,1,4
many people in a room and using the laptops,9,828,828,0,6,0,5
A group of people sitting around a table using computers.,10,828,756,0,5,2,17
A group of people gaze at laptop screens.,8,612,612,0,3,1,95
Sever people are sitting next to each other while using laptops.,11,1116,1116,0,6,1,164
a couple of people that are standing up in a room,11,1116,1044,0,5,125,374
a group of people listening to music or possible playing video games,12,1116,1116,144,6,124,371
The group of people are really into the game.,9,756,684,0,4,127,449
A group of people are socializing in a room.,9,828,756,0,5,38,176
A group of people standing inside of a living room.,10,828,756,0,5,11,106
A man playing Wii on a large flat screen tv ,10,828,756,0,5,0,0
A young man standing in front of a flat screen TV.,11,900,828,0,5,1,17
The man is standing in front of a television playing a game ,12,1116,1044,0,5,7,22
"Individual having an astounding time and getting a charge out of some life. 
",13,1116,1116,0,6,4197,20558
A man playing a game with a remote controller.,9,684,540,0,3,1,6
a living room with a couch and piano ,8,612,540,0,3,49,125
"A baby grand piano sits in the corner of the living room.
",12,972,900,0,5,528,2087
a large piano in a home living room,8,612,540,0,3,31,109
A grand piano in a formal residential living room,9,684,612,0,3,94,576
Piano in living room area of residential home.,8,612,612,0,3,70,474
People stand outside of a series of stores. ,8,684,684,0,5,132,230
Outside view of people walking in front of a store,10,828,828,0,5,558,2231
There is a store building that has a white and black clock on it,14,1260,1188,0,6,287,816
People walking and standing in front of a building with a clock on it.,14,1260,1188,0,6,363,1202
People on a sidewalk next to building with clock.,9,684,684,0,3,226,559
A group of baseball players standing next to a kid on a field.,13,1116,972,0,5,109,573
a kid plays with a baseball as some players practice ,10,900,828,0,5,37,323
A child sits with a ball and bats around them.,10,1044,972,0,6,83,514
A small boy sits on the ground playing with a baseball at a baseball field,15,1404,1260,0,7,15,273
A sitting child and several adults outside of a batting cage.,11,828,756,0,3,1082,4638
Looking down at a beach area and boardwalk that has a circular walkway and clock tower.,16,1332,1152,0,4,472,2942
View of plaza with tower near beach on sunny day.,10,756,756,0,3,127,735
A large clock tower sitting in the middle of a paved walkway.,12,972,900,0,5,107,686
A plaza with a clock tower near the beach.,9,684,612,0,3,85,347
a clock on a small tower near a building ,9,684,540,0,3,59,45
A batter at a game playing in a baseball game.,10,828,648,0,5,26,20
A baseball player hitting a baseball into the air.,9,756,684,0,5,27,94
A batter swings at a pitch during a baseball game.,10,828,684,0,5,30,60
there is a baseball player that has just hit the ball,11,1044,1044,0,4,173,559
Player hits ball during major league game at stadium.,9,756,756,0,5,24,102
The boy is trying to hit the baseball during the game. ,11,1116,972,0,5,5,26
A little boy in a black baseball helmet and a red and white uniform with a blue baseball bat. ,19,1548,1260,0,6,14,85
A boy swings his bat at a baseball game as people watch on the bleachers behind him.,17,1476,1404,0,5,20,126
A man is swinging at a ball during a baseball game.,11,972,828,0,5,149,261
a young boy holding a bat at a baseball game,10,828,684,0,5,6,54
A man looking at camera preparing food in kitchen,9,756,756,0,5,1,28
A man is stirring something in a small bowl.,9,828,756,0,5,3,45
The man is holding a bowl over dough on the kitchen counter. ,12,1044,972,0,5,2,61
A man standing in a kitchen cooking food.,8,684,612,0,5,8,183
A man standing in a kitchen preparing a meal.,9,756,612,0,5,4,165
A woman hitting a tennis ball with a racquet.,9,756,612,0,5,1,4
A female tennis player jumping to hit a ball.,9,828,756,0,4,3,28
A woman jumping with a tennis racket in her hand.,10,828,756,0,5,253,576
a woman tries to hit a tennis ball in the air ,11,1044,972,0,5,7,112
A person jumping in the air with a tennis racket in their hand.,13,1116,1044,0,5,1049,2210
A man standing on a tennis court holding a racquet.,10,828,684,0,5,80,58
a man holding a tennis racquet on a tennis court,10,756,540,0,3,97,158
A man intensely looking while holding a tennis racquet.,9,900,828,0,6,245,1333
